Awards,Credits,Job,Name,Noms,Wins
2 win & 5 nomination,39.0,Actress,Chien-Lien Wu,5,2
3 win & 3 nomination,21.0,Actor,Jaeden Lieberher,3,3
2 win & 8 nomination,104.0,Actress,"Kat Graham
(I)",8,2
2 nomination,123.0,Actor,Kenny Bee,2,0
1 win & 2 nomination,95.0,Actress,Courtney Thorne-Smith,2,1
none,53.0,Actor,"Hank Harris
(I)",0,0
1 win & 2 nomination,123.0,Actress,Priscilla Presley,2,1
1 nomination,88.0,Actress,LisaRaye McCoy,1,0
1 win & 5 nomination,19.0,Actor,Chandler Canterbury,5,1
4 win & 2 nomination,70.0,Actress,Elpidia Carrillo,2,4
1 nomination,43.0,Actress,"Peyton List
(I)",1,0
"nominated 1 primetime emmy, another 5 win & 6 nomination",115.0,Actor,"August Schellenberg
(1936–2013)",7,5
1 nomination,84.0,Actress,Samantha Ferris,1,0
5 win & 5 nomination,96.0,Actress,Kristin Booth,5,5
2 win & 2 nomination,70.0,Actress,Aya Ueto,2,2
4 win & 5 nomination,68.0,Actress,Amanda Crew,5,4
4 win & 11 nomination,108.0,Actor,"Michael Rosenbaum
(I)",11,4
2 win & 3 nomination,71.0,Actor,Birol Ünel,3,2
none,24.0,Actress,Rukhsar Rehman,0,0
2 win & 4 nomination,68.0,Actress,Yûko Takeuchi,4,2
1 win & 1 nomination,68.0,Actress,Serena Grandi,1,1
4 win & 2 nomination,173.0,Actor,Götz Otto,2,4
none,31.0,Actor,Jonny Weston,0,0
5 nomination,120.0,Actor,"Clarence Williams III
(I)",5,0
"nominated 5 primetime emmys, another 3 nomination",161.0,Actor,"John Glover
(I)",8,0
3 win & 2 nomination,192.0,Actress,Irm Hermann,2,3
9 win & 8 nomination,144.0,Actress,Ashley Olsen,8,9
1 win & 1 nomination,71.0,Actress,Lia Marie Johnson,1,1
12 win & 10 nomination,50.0,Actress,Anamaria Marinca,10,12
3 win & 10 nomination,174.0,Actor,"Adam Devine
(III)",10,3
none,68.0,Actress,Rebecca Gayheart,0,0
1 win & 2 nomination,82.0,Actress,Siobhan Fallon Hogan,2,1
none,38.0,Actor,Jonathan Breck,0,0
1 win,101.0,Actor,Josh Pais,0,1
6 nomination,89.0,Actor,Ethan Suplee,6,0
9 win & 3 nomination,77.0,Actress,Kyôko Koizumi,3,9
7 win & 48 nomination,86.0,Soundtrack,"Aaliyah
(I)
(1979–2001)",48,7
1 nomination,65.0,Actor,"Josh Henderson
(I)",1,0
8 win & 9 nomination,342.0,Actor,Vic Mignogna,9,8
2 win & 2 nomination,201.0,Actor,"Vernon Wells
(I)",2,2
none,20.0,Actor,Apoorva Agnihotri,0,0
6 win & 10 nomination,290.0,Actor,"Mario Lopez
(I)",10,6
"nominated 1 primetime emmy, another 4 win & 4 nomination",185.0,Actress,"Claire Bloom
(I)",5,4
none,16.0,Actress,"Melinda Armstrong
(I)
(1966–2011)",0,0
4 win & 2 nomination,29.0,Actress,Lotte Verbeek,2,4
26 win & 7 nomination,129.0,Actor,Damián Alcázar,7,26
none,53.0,Actor,Mitch Eakins,0,0
none,50.0,Actor,Eric Jungmann,0,0
1 win & 1 nomination,7.0,Actor,James Freedson-Jackson,1,1
none,48.0,Actor,Ravindra Berde,0,0
2 win & 2 nomination,97.0,Actress,Valérie Lemercier,2,2
4 win & 10 nomination,72.0,Actor,"Justin Chambers
(I)",10,4
5 win,120.0,Actor,Christian Tramitz,0,5
2 win & 14 nomination,211.0,Actor,"Nick Offerman
(I)",14,2
none,66.0,Actor,Billy Chow,0,0
5 win & 3 nomination,38.0,Actress,Monia Chokri,3,5
2 win & 2 nomination,141.0,Actor,Joe Manganiello,2,2
1 nomination,113.0,Actor,"George Gaynes
(1917–2016)",1,0
none,29.0,Actress,Erica Leerhsen,0,0
"nominated 7 primetime emmys, another 2 win & 12 nomination",215.0,Actor,Jeff Garlin,19,2
3 win & 16 nomination,83.0,Actress,LisaGay Hamilton,16,3
2 nomination,47.0,Actor,Hubert Koundé,2,0
none,11.0,Actress,Kristi Ducati,0,0
"nominated 2 primetime emmys, another 1 win & 2 nomination",262.0,Actor,"John Ratzenberger
(I)",4,1
8 win & 2 nomination,151.0,Actor,"Erland Josephson
(1923–2012)",2,8
none,31.0,Actor,Paul Michael Robinson,0,0
5 win & 2 nomination,67.0,Actress,Natacha Régnier,2,5
2 win & 1 nomination,64.0,Actress,"Christina Vidal
(I)",1,2
5 win & 4 nomination,81.0,Actress,Clotilde Courau,4,5
8 win & 16 nomination,58.0,Actress,Valeria Bertuccelli,16,8
7 win & 4 nomination,79.0,Actor,Barry Atsma,4,7
1 win,37.0,Actor,"Alex Russell
(IX)",0,1
none,78.0,Actress,"Megan Gallagher
(I)",0,0
none,31.0,Actress,Perdita Weeks,0,0
"nominated 2 oscars, another 11 win & 13 nomination",186.0,Actor,"Richard Farnsworth
(1920–2000)",15,11
4 win & 6 nomination,51.0,Actress,Kay Panabaker,6,4
1 nomination,16.0,Actor,Mateo Arias,1,0
1 win & 1 nomination,38.0,Actress,Leah Pipes,1,1
4 win & 8 nomination,93.0,Actor,"Shawn Doyle
(I)",8,4
3 win & 8 nomination,252.0,Actress,"Jenny McCarthy
(I)",8,3
none,39.0,Actress,"Joyce Jimenez
(I)",0,0
1 win,44.0,Actor,"Johnny Simmons
(I)",0,1
none,23.0,Actor,"Josh Myers
(II)",0,0
2 win & 1 nomination,47.0,Actress,Anne Suzuki,1,2
1 win & 6 nomination,672.0,Actor,Kirk Thornton,6,1
1 win,44.0,Actor,Shaun Sipos,0,1
none,64.0,Actor,Frank Zagarino,0,0
none,90.0,Actress,"Sapna
(I)",0,0
none,46.0,Actress,Nadia Farès,0,0
none,34.0,Actor,Wes Chatham,0,0
none,41.0,Actor,"Paul Sloan
(I)",0,0
8 win & 7 nomination,33.0,Actor,"Hanyu Zhang
(I)",7,8
1 win,20.0,Actress,Emer McCourt,0,1
1 nomination,42.0,Actress,Melanie Papalia,1,0
1 win & 1 nomination,32.0,Actor,Seamus Davey-Fitzpatrick,1,1
1 win,101.0,Actor,"Ashley Walters
(I)",0,1
none,88.0,Actor,Hiroki Narimiya,0,0
4 win & 4 nomination,119.0,Actor,Zbigniew Zamachowski,4,4
6 win & 14 nomination,137.0,Actor,John Carroll Lynch,14,6
3 nomination,54.0,Actress,"Terry Farrell
(I)",3,0
5 win & 1 nomination,354.0,Actor,"Ashok Kumar
(I)
(1911–2001)",1,5
3 win & 3 nomination,234.0,Actor,Wallace Shawn,3,3
3 nomination,47.0,Actor,Noah Fleiss,3,0
none,60.0,Actor,Philippe Caubère,0,0
none,14.0,Actress,"Dorothy Duffy
(I)",0,0
3 win & 2 nomination,82.0,Actor,Sean Bridgers,2,3
none,31.0,Actress,Stephanie Sigman,0,0
none,17.0,Actress,Daneen Boone,0,0
5 win & 12 nomination,82.0,Actor,Viktor Sukhorukov,12,5
4 win & 2 nomination,187.0,Actor,Peter Lohmeyer,2,4
2 nomination,50.0,Actor,"Markku Peltola
(1956–2007)",2,0
none,29.0,Actor,Timothy Di Pri,0,0
4 nomination,18.0,Actress,Marine Vacth,4,0
1 win,93.0,Actor,"Charles Rocket
(1949–2005)",0,1
3 nomination,43.0,Actress,Jessica Rothe,3,0
3 win & 3 nomination,393.0,Actor,Richard Riehle,3,3
4 win & 1 nomination,120.0,Actor,Paolo Bonacelli,1,4
none,20.0,Actor,Eddie Bowz,0,0
1 nomination,56.0,Actress,Isha Koppikar,1,0
none,38.0,Actress,Ashlynn Yennie,0,0
3 win & 2 nomination,62.0,Actress,Eva van der Gucht,2,3
1 win & 3 nomination,26.0,Actor,Harley Cross,3,1
none,32.0,Actor,Chinnijayanth,0,0
4 nomination,211.0,Actress,Missi Pyle,4,0
4 win & 9 nomination,86.0,Actor,Vince Colosimo,9,4
1 win & 1 nomination,39.0,Actress,Wendy Robie,1,1
1 nomination,43.0,Actress,Jewel Shepard,1,0
1 nomination,76.0,Actress,"Paula Marshall
(I)",1,0
2 nomination,32.0,Actress,"Alana Austin
(I)",2,0
6 win & 23 nomination,78.0,Actress,"Rebecca Gibney
(I)",23,6
"nominated 1 primetime emmy, another 3 nomination",38.0,Actress,Vanessa Kirby,4,0
1 nomination,32.0,Actress,"Kristen Connolly
(II)",1,0
"nominated 1 primetime emmy, another 1 nomination",233.0,Actor,"Joseph Campanella
(I)
(1924–2018)",2,0
none,23.0,Actress,"Virginia Gardner
(III)",0,0
none,22.0,Actress,"Lulu Wilson
(V)",0,0
none,15.0,Actress,"J.J. North
(I)",0,0
none,43.0,Actor,"Christian Meier
(I)",0,0
"nominated 1 primetime emmy, another 7 win & 7 nomination",272.0,Actor,"Billy Dee Williams
(I)",8,7
1 win,57.0,Actor,Loa Falkman,0,1
2 win,76.0,Actor,Mehdi Nebbou,0,2
16 win & 4 nomination,26.0,Actor,Ji-seob So,4,16
1 win,124.0,Actor,Sab Shimono,0,1
"nominated 1 primetime emmy, another 1 win & 2 nomination",86.0,Actress,Jami Gertz,3,1
"nominated 1 oscar, another 1 win & 5 nomination",116.0,Actor,"Ian Bannen
(1928–1999)",6,1
1 win & 3 nomination,123.0,Actor,Jamel Debbouze,3,1
none,54.0,Actor,"Benjamin King
(I)",0,0
none,241.0,Actor,"Keith Allen
(I)",0,0
"nominated 1 oscar, another 1 win",61.0,Actor,"Jonathan Penner
(I)",1,1
3 win & 6 nomination,44.0,Actor,"Sean Nelson
(I)",6,3
none,168.0,Actor,"Don Stroud
(I)",0,0
1 nomination,137.0,Actor,"Sal Lopez
(I)",1,0
1 win & 1 nomination,31.0,Actress,"Emily Meade
(I)",1,1
"won 1 primetime emmy, another 13 win & 26 nomination",229.0,Actress,Loretta Devine,26,14
3 win & 1 nomination,35.0,Actor,Hee-Bong Byun,1,3
1 win & 2 nomination,5.0,Actress,Arielle Holmes,2,1
4 win & 1 nomination,158.0,Actor,Antoine de Caunes,1,4
4 win & 3 nomination,216.0,Actress,Maria Conchita Alonso,3,4
none,22.0,Actress,"Masumi Miyazaki
(I)",0,0
1 win & 2 nomination,184.0,Actor,Mark Rolston,2,1
none,79.0,Actor,Gailard Sartain,0,0
6 win,262.0,Actor,"Thilakan
(1935–2012)",0,6
3 win & 1 nomination,21.0,Actor,Franz Rogowski,1,3
none,83.0,Actor,"Jack Gaud
(–2000)",0,0
"nominated 1 oscar, another 6 win & 35 nomination",39.0,Actor,Barkhad Abdi,36,6
16 win & 14 nomination,207.0,Actor,Juan Echanove,14,16
6 win & 4 nomination,87.0,Actress,Amy Jo Johnson,4,6
none,14.0,Actor,Kevin Van Hentenryck,0,0
3 win & 7 nomination,68.0,Actor,Hugh Dillon,7,3
1 win & 2 nomination,131.0,Actor,Carlos Areces,2,1
1 nomination,8.0,Actor,Onni Tommila,1,0
none,12.0,Actor,Dan Chupong,0,0
2 win & 3 nomination,29.0,Actor,"Maxim Gaudette
(I)",3,2
1 nomination,36.0,Actress,Whitney Able,1,0
none,71.0,Actress,Kimberley Kates,0,0
3 nomination,15.0,Actor,Gulshan Devaiah,3,0
2 win & 5 nomination,62.0,Actor,Mehcad Brooks,5,2
1 nomination,25.0,Actress,Madolyn Smith Osborne,1,0
7 win & 4 nomination,104.0,Actor,Frederick Lau,4,7
3 win & 2 nomination,43.0,Actress,Agata Buzek,2,3
"nominated 3 primetime emmys, another 4 nomination",170.0,Actress,Meredith Baxter,7,0
1 win,100.0,Actor,"Wladyslaw Kowalski
(I)
(1936–2017)",0,1
4 win & 6 nomination,38.0,Actress,Yu-mi Jung,6,4
5 win & 4 nomination,37.0,Actress,Laia Costa,4,5
1 nomination,94.0,Director,"Tim Hodge
(I)",1,0
2 win & 6 nomination,48.0,Actress,Emayatzy Corinealdi,6,2
none,38.0,Actor,DeVaughn Nixon,0,0
3 win & 3 nomination,64.0,Actor,Damon Gameau,3,3
2 win & 1 nomination,45.0,Actor,Kelly Blatz,1,2
2 win & 1 nomination,52.0,Actress,Dana Barron,1,2
4 win & 5 nomination,101.0,Actor,Steve Oram,5,4
1 win & 1 nomination,233.0,Actress,Linnea Quigley,1,1
"won 1 oscar, another 13 win & 32 nomination",200.0,Actor,Peter Capaldi,32,14
"won 1 golden globe, another 21 win & 23 nomination",147.0,Actress,Olivia Colman,23,22
1 win & 3 nomination,43.0,Actor,Ty Simpkins,3,1
1 win & 1 nomination,141.0,Actor,"Shô Aikawa
(II)",1,1
2 win & 11 nomination,98.0,Actress,Nicole Ari Parker,11,2
4 win & 10 nomination,115.0,Actor,"Aleksey Serebryakov
(I)",10,4
6 win & 1 nomination,166.0,Actor,Dennis Rodman,1,6
4 win & 4 nomination,60.0,Actor,Ed Westwick,4,4
1 nomination,69.0,Actress,Izabella Miko,1,0
1 win,90.0,Actress,Tina Ruland,0,1
1 win & 8 nomination,154.0,Actor,Rajpal Yadav,8,1
none,50.0,Actor,"Abbas
(I)",0,0
3 win & 10 nomination,226.0,Actor,Ken Jeong,10,3
4 win & 4 nomination,101.0,Actress,Kimberly Williams-Paisley,4,4
3 win,44.0,Actor,"Carter Roy
(I)",0,3
28 win & 12 nomination,156.0,Actor,"Götz George
(1938–2016)",12,28
1 win & 3 nomination,103.0,Actor,"Sergio Hernández
(I)",3,1
3 win & 5 nomination,22.0,Actor,Seung-woo Cho,5,3
5 win & 4 nomination,89.0,Actor,Hidetaka Yoshioka,4,5
4 win & 5 nomination,48.0,Actress,Ariana Richards,5,4
4 nomination,151.0,Actor,"Christopher Bevins
(II)",4,0
none,56.0,Actress,"Gretchen Palmer
(I)",0,0
none,65.0,Actress,Brianne Davis,0,0
1 win,38.0,Actor,Jonas Armstrong,0,1
none,92.0,Actress,"Stacey Travis
(I)",0,0
1 win,59.0,Actor,"Morton Downey Jr.
(1933–2001)",0,1
"nominated 1 oscar, another 6 win & 4 nomination",261.0,Actress,Sally Kellerman,5,6
1 win,40.0,Actor,"Jamie Croft
(I)",0,1
1 win & 2 nomination,80.0,Actress,"Barbara Williams
(I)",2,1
none,60.0,Actor,Daniel Lapaine,0,0
1 nomination,39.0,Actress,"Sarah Butler
(III)",1,0
3 win,136.0,Actor,Didier Bourdon,0,3
8 win & 38 nomination,465.0,Soundtrack,Ludacris,38,8
none,42.0,Actress,Leilani Sarelle,0,0
none,4.0,Actress,"Rhonda Griffin
(I)",0,0
1 win & 3 nomination,35.0,Actress,Deborah Ann Woll,3,1
1 nomination,137.0,Actor,Art Malik,1,0
3 win,123.0,Actress,Kiyomi Itô,0,3
1 win,72.0,Actor,Andrew W. Walker,0,1
2 win & 8 nomination,205.0,Actor,"Suet Lam
(I)",8,2
1 nomination,22.0,Actor,"Toby Wallace
(III)",1,0
4 win & 1 nomination,18.0,Actress,Nargis Fakhri,1,4
4 win & 3 nomination,121.0,Actor,Nancho Novo,3,4
8 win & 7 nomination,21.0,Actress,Soo-jung Lim,7,8
none,23.0,Actor,Ronald L. Marchini,0,0
none,43.0,Actress,Christy Chung,0,0
3 win & 5 nomination,130.0,Actress,Brigitte Roüan,5,3
2 win & 3 nomination,79.0,Actor,Joko Diaz,3,2
none,38.0,Actress,Tamara Mello,0,0
8 win,71.0,Actor,"Eric Schaeffer
(I)",0,8
none,32.0,Actor,Doug Jeffery,0,0
9 win & 9 nomination,24.0,Actress,Peyton Kennedy,9,9
1 win & 2 nomination,147.0,Actor,William Sanderson,2,1
3 win & 6 nomination,41.0,Actress,Kerry Bishé,6,3
2 win & 8 nomination,93.0,Actor,"Raymond Cruz
(I)",8,2
20 win & 8 nomination,112.0,Actor,"Javier Gutiérrez
(I)",8,20
1 win & 1 nomination,123.0,Actress,Neus Asensi,1,1
1 win & 1 nomination,88.0,Actor,"Ryan Dunn
(II)
(1977–2011)",1,1
1 nomination,19.0,Actor,"Robin Harris
(I)
(1953–1990)",1,0
none,11.0,Actor,Jorge Lendeborg Jr.,0,0
4 win & 4 nomination,175.0,Actor,André Hennicke,4,4
1 win,389.0,Actor,"Charles Lane
(I)
(1905–2007)",0,1
5 win & 3 nomination,72.0,Actor,Misha Collins,3,5
1 win,35.0,Actress,Emma Lahana,0,1
none,39.0,Actor,Zafer Algöz,0,0
none,34.0,Actor,"Andrea Di Stefano
(I)",0,0
2 win,149.0,Actor,"Vijayakumar
(I)",0,2
6 win & 2 nomination,41.0,Actress,Alexandra Turshen,2,6
12 win & 6 nomination,45.0,Actress,Yuh Jung Youn,6,12
2 nomination,60.0,Actress,"Cortney Palm
(I)",2,0
2 win & 2 nomination,46.0,Actor,Vithaya Pansringarm,2,2
20 win & 16 nomination,121.0,Actor,Tobias Moretti,16,20
2 nomination,66.0,Actor,"Siu-Wong Fan
(I)",2,0
2 win & 2 nomination,30.0,Actress,Francesca Eastwood,2,2
none,66.0,Miscellaneous Crew,"Jerry Adler
(I)",0,0
"nominated 1 golden globe, another 6 win & 11 nomination",186.0,Actor,John Larroquette,12,6
1 win & 1 nomination,58.0,Actress,Michiko Hada,1,1
none,60.0,Actor,Janagaraj,0,0
2 win,45.0,Actor,"Robert Knott
(I)",0,2
none,33.0,Writer,Daryn Tufts,0,0
"won 1 primetime emmy, another 3 win & 9 nomination",206.0,Actor,Richard Schiff,9,4
none,47.0,Actress,Stephanie Leonidas,0,0
1 win & 8 nomination,43.0,Actor,"Fabian Hinrichs
(I)",8,1
1 nomination,50.0,Actress,Mallika Sherawat,1,0
3 nomination,25.0,Actress,Hanna Mangan Lawrence,3,0
"won 1 oscar, another 8 win & 1 nomination",166.0,Actor,"Ben Johnson
(I)
(1918–1996)",1,9
1 nomination,18.0,Actress,Vidya Malvade,1,0
2 win & 1 nomination,15.0,Actor,Vicky Kaushal,1,2
none,25.0,Actress,Cinzia Roccaforte,0,0
none,30.0,Actor,Alan Gelfant,0,0
1 win & 1 nomination,41.0,Actor,"Sterling Knight
(I)",1,1
1 nomination,32.0,Actress,Ambyr Childers,1,0
1 win & 1 nomination,77.0,Actress,Dedee Pfeiffer,1,1
8 win & 17 nomination,109.0,Actor,"Albert Martinez
(II)",17,8
none,31.0,Actor,Edward Atterton,0,0
1 win & 1 nomination,55.0,Actor,Bug Hall,1,1
"won 1 golden globe, another 1 win & 3 nomination",93.0,Actor,"Harve Presnell
(1933–2009)",3,2
none,20.0,Actress,Tracey Fairaway,0,0
1 nomination,36.0,Actor,Luke Hemsworth,1,0
none,72.0,Actress,Stefanie von Pfetten,0,0
none,18.0,Actor,"John Miller
(IV)",0,0
2 nomination,63.0,Actress,Marika Lagercrantz,2,0
2 win,98.0,Actor,Cezary Pazura,0,2
none,58.0,Actress,Ruth Gemmell,0,0
3 win & 2 nomination,113.0,Actor,Lars Rudolph,2,3
6 win & 11 nomination,109.0,Actor,Diego Abatantuono,11,6
12 win & 31 nomination,115.0,Actor,Ching Wan Lau,31,12
8 win & 8 nomination,35.0,Actor,David Kross,8,8
1 nomination,73.0,Actor,Nolan Gerard Funk,1,0
1 win & 18 nomination,53.0,Actor,Tom Welling,18,1
none,166.0,Actor,Kenneth Tigar,0,0
2 win & 1 nomination,28.0,Actress,Olga Sutulova,1,2
1 win & 3 nomination,78.0,Actor,Jamie Bamber,3,1
none,49.0,Actor,Nick Zano,0,0
1 nomination,182.0,Actor,"Clive Russell
(I)",1,0
1 win,153.0,Actor,"John Diehl
(I)",0,1
2 win & 2 nomination,100.0,Actor,"Doug Bradley
(I)",2,2
4 nomination,42.0,Actress,Halley Feiffer,4,0
4 nomination,146.0,Actor,Patrick Timsit,4,0
none,14.0,Actress,Tran Nu Yên-Khê,0,0
1 win,66.0,Actress,"Jessica Lundy
(I)",0,1
1 win & 1 nomination,86.0,Actor,"Stuart Graham
(I)",1,1
1 win & 2 nomination,13.0,Actress,Natasha Negovanlis,2,1
3 win & 6 nomination,43.0,Actress,Mara Wilson,6,3
none,59.0,Actress,Meisa Kuroki,0,0
1 win & 3 nomination,45.0,Actor,Hyuk Jang,3,1
1 nomination,66.0,Actress,Jean Louisa Kelly,1,0
3 win & 5 nomination,40.0,Actor,"Jun Hu
(I)",5,3
5 win & 2 nomination,65.0,Actor,Florian Bartholomäi,2,5
1 win & 1 nomination,59.0,Actress,Amy Matysio,1,1
1 nomination,188.0,Actor,"Tom Alter
(1950–2017)",1,0
none,165.0,Actor,"John Billingsley
(II)",0,0
1 win,120.0,Actor,"Jun Murakami
(I)",0,1
1 win & 2 nomination,31.0,Actress,Lucy Boynton,2,1
none,44.0,Actor,Loren Avedon,0,0
"nominated 7 primetime emmys, another 2 win & 14 nomination",230.0,Writer,"Andy Richter
(I)",21,2
none,88.0,Actor,"Luke Askew
(I)
(1932–2012)",0,0
2 nomination,84.0,Actor,Dana Ashbrook,2,0
7 win & 8 nomination,15.0,Actor,Aditya Roy Kapoor,8,7
4 nomination,195.0,Soundtrack,Big Boi,4,0
7 nomination,47.0,Actress,Tina Majorino,7,0
none,55.0,Actor,Brian Wimmer,0,0
2 win & 2 nomination,46.0,Actress,Aimee-Lynn Chadwick,2,2
23 win & 20 nomination,68.0,Actress,Alba Rohrwacher,20,23
none,40.0,Actor,Richard Joseph Paul,0,0
3 nomination,13.0,Actress,Sandali Sinha,3,0
none,68.0,Actor,Don Michael Paul,0,0
none,112.0,Actress,"Kathy Ireland
(I)",0,0
2 nomination,126.0,Actor,"Mukesh Tiwari
(I)",2,0
2 win,26.0,Actress,Nichole Bloom,0,2
2 win & 3 nomination,31.0,Actress,Amrita Rao,3,2
4 win,73.0,Actress,Youssra,0,4
"nominated 1 bafta film award, another 1 nomination",58.0,Actress,Tara Morice,2,0
17 win & 2 nomination,105.0,Producer,"Charlie David
(I)",2,17
none,91.0,Actor,Holt McCallany,0,0
none,39.0,Actor,Brett Baxter Clark,0,0
none,103.0,Actor,Reggie Bannister,0,0
1 win & 1 nomination,68.0,Actor,"Jay Underwood
(I)",1,1
2 win & 10 nomination,99.0,Actress,Keeley Hawes,10,2
11 win & 20 nomination,50.0,Actress,Anne Dorval,20,11
none,179.0,Actor,Adrian Edmondson,0,0
12 win & 21 nomination,83.0,Actor,"Nick Cheung
(I)",21,12
1 nomination,73.0,Actor,"Tôru Emori
(I)",1,0
4 win & 8 nomination,83.0,Actor,"Michael Shanks
(I)",8,4
2 win,56.0,Actor,"Manolo Cardona
(I)",0,2
1 nomination,21.0,Actor,"Anton Bernardo
(I)",1,0
2 win,36.0,Actress,Hinako Saeki,0,2
none,63.0,Actor,"Donal McCann
(1943–1999)",0,0
3 win & 2 nomination,314.0,Actor,Clint Howard,2,3
9 win & 5 nomination,83.0,Actor,Satoshi Tsumabuki,5,9
2 win & 4 nomination,264.0,Actor,Henry Rollins,4,2
1 nomination,44.0,Actress,Shay Astar,1,0
1 win,115.0,Actor,Aleksandar Bercek,0,1
10 win & 10 nomination,42.0,Actress,Ivana Baquero,10,10
none,94.0,Actress,Miki Mizuno,0,0
4 win & 7 nomination,137.0,Actor,"Jacob Vargas
(I)",7,4
2 nomination,17.0,Actor,Show Lo,2,0
none,72.0,Actor,Boots Southerland,0,0
4 win & 12 nomination,104.0,Actor,Boman Irani,12,4
none,130.0,Actor,"Anil Dhawan
(I)",0,0
"nominated 1 golden globe, another 5 win & 1 nomination",48.0,Actress,Roxana Zal,2,5
none,122.0,Actress,Tracy Scoggins,0,0
none,24.0,Actor,Olivier Barthélémy,0,0
none,64.0,Actor,"Lawrence Ng
(I)",0,0
none,46.0,Actress,Maja Sabljic,0,0
3 win,5.0,Actor,"Emin Toprak
(1974–2002)",0,3
"won 2 oscars, another 9 win & 16 nomination",322.0,Actress,"Shelley Winters
(1920–2006)",16,11
"won 1 golden globe, another 3 win & 4 nomination",101.0,Actress,Rita Tushingham,4,4
9 win & 6 nomination,73.0,Actor,"Alfredo Castro
(I)",6,9
2 win & 2 nomination,670.0,Actor,Jagathi Sreekumar,2,2
none,41.0,Actress,Tamara Landry,0,0
none,16.0,Actress,Ahmo Hight,0,0
4 nomination,13.0,Actor,Pierce Gagnon,4,0
"nominated 1 golden globe, another 1 win & 5 nomination",89.0,Actress,"Jennifer Grey
(I)",6,1
none,31.0,Actress,Toni Barry,0,0
1 win & 1 nomination,167.0,Actor,Art LaFleur,1,1
none,67.0,Actor,Frederick Weller,0,0
2 nomination,34.0,Actor,"Mark Stanley
(VI)",2,0
2 nomination,109.0,Actor,Jere Burns,2,0
none,63.0,Actor,Justin Welborn,0,0
3 nomination,96.0,Actor,"Kevin Durand
(I)",3,0
7 win & 20 nomination,37.0,Actor,Ellar Coltrane,20,7
1 win & 4 nomination,96.0,Actor,"Jonas Karlsson
(I)",4,1
2 win & 1 nomination,80.0,Actress,Cynthia Stevenson,1,2
none,172.0,Actor,"Charlie Cho
(I)",0,0
4 win & 7 nomination,22.0,Actress,Mackenzie Foy,7,4
"nominated 2 primetime emmys, another 2 win & 7 nomination",76.0,Actor,Dominic Chianese,9,2
5 win,33.0,Actor,Daniel Henshall,0,5
2 win & 1 nomination,44.0,Actress,Tina Holmes,1,2
3 win & 4 nomination,126.0,Actress,Linda Kash,4,3
none,22.0,Actor,"Jason Saucier
(I)",0,0
2 win & 16 nomination,93.0,Actor,Cole Sprouse,16,2
1 win & 2 nomination,7.0,Actor,Muzaffer Özdemir,2,1
2 win & 7 nomination,150.0,Actress,Tricia Helfer,7,2
4 win & 6 nomination,57.0,Actress,Ayelet Zurer,6,4
none,101.0,Actor,"Mukesh Khanna
(I)",0,0
"won 1 primetime emmy, another 4 win & 12 nomination",183.0,Actor,Dave Goelz,12,5
none,76.0,Actor,Chad Lindberg,0,0
5 win & 7 nomination,127.0,Actor,Bolek Polívka,7,5
1 nomination,31.0,Actress,Bianca A. Santos,1,0
9 win & 6 nomination,244.0,Actress,Assumpta Serna,6,9
1 win,80.0,Actress,Mary Mara,0,1
3 nomination,94.0,Actor,"Alex Macqueen
(I)",3,0
2 win & 4 nomination,87.0,Actor,Aldis Hodge,4,2
13 win & 33 nomination,145.0,Actress,Jaclyn Jose,33,13
none,129.0,Actress,"Lio
(I)",0,0
none,13.0,Actress,"Victoria Bruno
(II)",0,0
2 win & 7 nomination,78.0,Actress,Angie Harmon,7,2
2 win,61.0,Actor,"Robert Hoffman
(X)",0,2
2 nomination,42.0,Actress,"Janet Montgomery
(I)",2,0
none,16.0,Actor,Bill Thornbury,0,0
"nominated 4 primetime emmys, another 3 win & 14 nomination",165.0,Actor,Jack McBrayer,18,3
2 win,39.0,Actress,Mirjana Jokovic,0,2
none,106.0,Actor,"Manivannan
(I)
(1954–2013)",0,0
"won 1 golden globe, another 5 win & 7 nomination",132.0,Actress,"Kim Novak
(I)",7,6
13 win & 9 nomination,81.0,Actress,Pilar López de Ayala,9,13
none,16.0,Writer,"Jeff Davis
(XIII)",0,0
none,103.0,Actor,Stephen Macht,0,0
none,21.0,Actress,Eihi Shiina,0,0
8 win & 6 nomination,61.0,Actor,Nahuel Pérez Biscayart,6,8
7 win,107.0,Actor,Adel Imam,0,7
none,12.0,Actor,Keith Vitali,0,0
"nominated 2 oscars, another 6 win & 5 nomination",130.0,Actress,Talia Shire,7,6
1 nomination,140.0,Actor,Jean-François Balmer,1,0
none,58.0,Actor,Ross Patterson,0,0
2 win & 1 nomination,104.0,Actress,Pam Dawber,1,2
10 win & 8 nomination,38.0,Actress,Ji-won Ha,8,10
none,77.0,Actor,Geoff Stults,0,0
8 win & 2 nomination,111.0,Actor,Douglas Spain,2,8
3 win & 8 nomination,29.0,Actress,Michela Cescon,8,3
1 win,14.0,Actress,"Priya Gill
(I)",0,1
3 nomination,41.0,Producer,"J.H. Wyman
(I)",3,0
2 win & 10 nomination,48.0,Actress,Lyndsy Fonseca,10,2
none,6.0,Actress,"Noelle DuBois
(I)",0,0
1 win & 1 nomination,66.0,Actor,"Ed Stoppard
(I)",1,1
